"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GT","GOODYEAR TIRE & RUBR CO","COM","382550101","216","0.0%","15,007","",""
"ALV","AUTOLIV INC","COM","052800109","213","0.0%","2,704","",""
"TSCO","TRACTOR SUPPLY CO","COM","892356106","205","0.0%","2,269","",""
"GNTX","GENTEX CORP","COM","371901109","204","0.0%","7,421","",""
"QRTEA","QURATE RETAIL INC","COM SER A","74915M100","202","0.0%","19,546","",""
"AES","AES CORP","COM","00130H105","194","0.0%","11,856","",""
"GES","GUESS INC","COM","401617105","187","0.0%","10,109","",""
"AEO","AMERICAN EAGLE OUTFITTERS IN","COM","02553E106","179","0.0%","11,007","",""
"SBH","SALLY BEAUTY HLDGS INC","COM","79546E104","174","0.0%","11,716","",""
"FLEX","FLEX LTD","ORD","Y2573F102","120","0.0%","11,449","",""
"","NIO INC","SPON ADS","62914V106","34","0.0%","21,831","",""
